person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score_tahap2,predicted_tahap2
28,56000,RENT,7.0,EDUCATION,F,20000,18.25,1,0.36,N,6,0.8452478599891612,1
28,56000,RENT,0.0,MEDICAL,F,20000,18.62,1,0.36,N,7,0.8491042146867341,1
31,20400,OWN,0.0,MEDICAL,C,11000,11.03,0,0.54,Y,10,0.841933758795409,1
31,20500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,1000,6.76,0,0.05,N,6,0.18867335308997638,0
33,20640,OWN,0.0,HOMEIMPROVEMENT,D,6250,14.84,0,0.3,N,7,0.5032516157925777,1
28,63000,RENT,4.0,VENTURE,D,20000,14.61,1,0.32,Y,9,0.5094486017043846,1
29,65000,RENT,3.0,HOMEIMPROVEMENT,A,20000,8.9,1,0.31,N,10,0.5028304067276395,1
31,65000,RENT,9.0,VENTURE,B,20000,10.65,1,0.31,N,8,0.503068359310409,1
27,65000,RENT,11.0,VENTURE,B,20000,10.99,1,0.31,N,5,0.6101614045498314,1
30,65000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.99,1,0.31,N,8,0.5023499190572049,1
35,20800,OWN,2.0,MEDICAL,B,7000,10.62,0,0.34,N,8,0.5236189448423071,1
32,65000,RENT,4.0,VENTURE,C,20000,13.8,1,0.31,Y,6,0.513997015409868,1
34,65000,RENT,3.0,HOMEIMPROVEMENT,A,20000,6.54,1,0.31,N,5,0.5034022303079586,1
29,59000,RENT,4.0,VENTURE,G,20000,20.17,1,0.34,Y,5,0.8400263959460876,1
32,66000,RENT,4.0,HOMEIMPROVEMENT,A,20000,8.9,0,0.3,N,9,0.4999127080757633,0
27,66000,RENT,3.0,DEBTCONSOLIDATION,B,20000,10.62,0,0.3,N,9,0.49990405257422166,0
34,67000,RENT,7.0,EDUCATION,B,20000,11.71,0,0.3,N,9,0.4999265977104824,0
27,67000,RENT,2.0,HOMEIMPROVEMENT,C,20000,14.26,0,0.3,Y,10,0.4999999999999999,0
34,67500,RENT,2.0,VENTURE,B,20000,10.99,0,0.3,N,5,0.6100666794618346,1
30,63000,RENT,9.0,PERSONAL,C,20000,13.92,1,0.32,Y,9,0.508497756341315,1
34,70000,RENT,1.0,PERSONAL,B,20000,10.99,0,0.29,N,9,0.4866745084209121,0
27,70000,RENT,3.0,MEDICAL,C,20000,10.99,0,0.29,N,5,0.5950048829982488,1
29,70000,RENT,2.0,MEDICAL,C,20000,13.85,0,0.29,N,5,0.6101614045498314,1
27,70000,RENT,4.0,EDUCATION,B,20000,11.48,0,0.29,N,9,0.4878381852911882,0
28,71874,RENT,6.0,DEBTCONSOLIDATION,B,20000,11.48,0,0.28,N,6,0.4878139776791926,0
34,72000,RENT,6.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.28,N,6,0.4878139776791926,0
27,72000,RENT,6.0,VENTURE,A,20000,8.9,0,0.28,N,5,0.46763022738832827,0
27,72000,RENT,4.0,HOMEIMPROVEMENT,B,20000,9.25,0,0.28,N,10,0.4713489716030913,0
28,56100,RENT,9.0,MEDICAL,D,20000,14.59,1,0.3,Y,5,0.6101614045498314,1
34,72000,RENT,2.0,VENTURE,B,20000,11.89,0,0.28,N,10,0.47367346160500556,0
27,66000,RENT,11.0,PERSONAL,B,20000,12.21,1,0.3,N,5,0.6100666794618346,1
30,72000,RENT,5.0,EDUCATION,C,20000,13.79,0,0.28,N,7,0.4999999999999999,0
28,73992,RENT,2.0,PERSONAL,B,20000,9.96,0,0.27,N,7,0.4523258929788348,0
28,75000,RENT,6.0,HOMEIMPROVEMENT,C,20000,13.49,0,0.27,N,5,0.6101614045498314,1
27,75000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.49,0,0.27,N,7,0.5000000000000003,1
28,58650,RENT,13.0,MEDICAL,B,20000,10.59,1,0.29,N,8,0.4845849718011179,0
27,75000,RENT,1.0,HOMEIMPROVEMENT,B,20000,10.99,0,0.27,N,6,0.4712895721671204,0
35,69000,RENT,8.0,VENTURE,C,20000,13.49,1,0.29,Y,5,0.6101614045498314,1
30,69000,RENT,2.0,VENTURE,E,20000,17.14,1,0.29,Y,7,0.7120010027077815,1
28,75000,RENT,0.0,HOMEIMPROVEMENT,B,20000,11.11,0,0.27,N,7,0.45475051055113414,0
29,75000,RENT,1.0,VENTURE,A,20000,6.54,0,0.27,N,9,0.45475051055113414,0
27,21403,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2100,11.12,0,0.1,N,7,0.42515983225626847,0
29,21424,MORTGAGE,1.0,EDUCATION,A,7750,7.51,1,0.36,N,10,0.530025920070533,1
27,75000,RENT,3.0,MEDICAL,B,20000,11.83,0,0.27,N,10,0.45475051055113414,0
30,75000,RENT,7.0,MEDICAL,B,20000,12.18,0,0.27,N,7,0.45609050205607404,0
28,75000,RENT,13.0,HOMEIMPROVEMENT,C,20000,13.16,0,0.27,N,9,0.5000000000000003,1
27,21600,OWN,1.0,PERSONAL,A,4200,7.49,0,0.19,N,6,0.20648719902803755,0
30,77000,RENT,7.0,VENTURE,B,20000,12.42,0,0.26,N,8,0.4576358784471716,0
29,77625,RENT,1.0,DEBTCONSOLIDATION,B,20000,11.11,0,0.26,N,9,0.4252262346128225,0
28,78000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,0,0.26,N,5,0.5530657988805808,1
27,72000,RENT,4.0,HOMEIMPROVEMENT,C,20000,13.22,1,0.28,N,9,0.4999999999999999,0
28,21600,OWN,11.0,HOMEIMPROVEMENT,B,8000,11.49,0,0.37,N,5,0.6101614045498314,1
31,73000,RENT,1.0,HOMEIMPROVEMENT,D,20000,15.05,1,0.27,Y,5,0.6101614045498314,1
28,79701,RENT,11.0,PERSONAL,C,20000,13.92,0,0.25,N,7,0.4999999999999997,0
27,80000,RENT,3.0,PERSONAL,A,20000,7.49,0,0.25,N,9,0.36640714796622553,0
35,80000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.98,0,0.25,Y,7,0.4999999999999997,0
32,83000,RENT,6.0,PERSONAL,E,20000,14.38,0,0.24,N,10,0.5,1
27,21600,OWN,11.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.19,N,9,0.39423910576300114,0
27,84000,RENT,1.0,HOMEIMPROVEMENT,C,20000,13.49,0,0.24,N,8,0.5,1
28,84996,RENT,12.0,HOMEIMPROVEMENT,C,20000,13.92,0,0.24,N,9,0.5,1
28,84996,RENT,8.0,HOMEIMPROVEMENT,C,20000,13.92,0,0.24,N,9,0.5,1
33,85000,RENT,16.0,DEBTCONSOLIDATION,C,20000,15.27,0,0.24,N,10,0.513824942936692,1
27,85000,RENT,11.0,PERSONAL,B,20000,10.59,0,0.24,N,8,0.38079586851865743,0
29,73000,RENT,1.0,HOMEIMPROVEMENT,B,20000,11.83,1,0.27,N,9,0.45475051055113414,0
29,85155,RENT,13.0,HOMEIMPROVEMENT,D,20000,14.61,0,0.23,N,6,0.5000000000000002,1
27,87000,RENT,3.0,HOMEIMPROVEMENT,A,20000,7.49,0,0.23,N,8,0.17147791122103961,0
29,21996,OWN,7.0,PERSONAL,A,8300,5.42,0,0.38,N,7,0.5544286959736842,1
27,88000,RENT,4.0,DEBTCONSOLIDATION,B,20000,10.38,0,0.23,N,7,0.37772678855004416,0
30,90000,RENT,2.0,DEBTCONSOLIDATION,B,20000,11.99,0,0.22,N,9,0.4358058916708968,0
27,90000,RENT,0.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.22,N,9,0.16776601618509893,0
32,90000,RENT,11.0,PERSONAL,C,20000,13.22,0,0.22,Y,6,0.5000000000000003,1
29,92000,RENT,2.0,DEBTCONSOLIDATION,C,20000,13.72,0,0.22,N,10,0.5000000000000003,1
32,81400,RENT,2.0,VENTURE,D,20000,14.84,1,0.25,Y,6,0.5302719583766962,1
27,81500,RENT,2.0,HOMEIMPROVEMENT,E,20000,17.51,1,0.25,Y,8,0.5982787516775985,1
28,22000,OWN,5.0,EDUCATION,A,8000,6.99,0,0.36,N,5,0.5399010755499809,1
34,93600,RENT,15.0,EDUCATION,D,20000,15.31,0,0.21,N,5,0.5319774619462119,1
27,22000,MORTGAGE,11.0,EDUCATION,A,2500,7.49,0,0.11,N,6,0.18867335308997638,0
28,94050,RENT,7.0,HOMEIMPROVEMENT,C,20000,14.26,0,0.21,Y,9,0.49999999999999994,0
31,96000,RENT,5.0,VENTURE,E,20000,17.19,0,0.21,Y,8,0.5000000000000002,1
33,96000,RENT,14.0,VENTURE,A,20000,7.88,0,0.21,N,10,0.16415703607928622,0
32,96000,RENT,7.0,PERSONAL,D,20000,14.42,0,0.21,N,9,0.49999999999999994,0
31,96588,RENT,2.0,HOMEIMPROVEMENT,B,20000,10.95,0,0.21,N,9,0.39474777019196017,0
34,97356,RENT,12.0,PERSONAL,C,20000,13.22,0,0.21,Y,7,0.49999999999999994,0
33,98000,RENT,2.0,EDUCATION,A,20000,6.91,0,0.2,N,5,0.35590278440206147,0
30,22000,OWN,4.0,VENTURE,C,2000,13.57,0,0.09,N,9,0.4999999999999999,0
28,86652,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.58,1,0.23,N,5,0.4080295710302133,0
30,22000,OWN,4.0,VENTURE,B,6000,11.89,0,0.27,N,8,0.45475051055113414,0
30,22000,MORTGAGE,1.0,EDUCATION,B,5375,12.21,0,0.24,N,9,0.4359689373212567,0
31,100000,RENT,6.0,HOMEIMPROVEMENT,B,20000,12.42,0,0.2,N,9,0.46525463841190323,0
27,100000,RENT,9.0,MEDICAL,B,20000,12.69,0,0.2,N,5,0.47911179614287913,0
27,100000,RENT,4.0,MEDICAL,B,20000,11.12,0,0.2,N,9,0.4070929938641501,0
29,100000,RENT,0.0,PERSONAL,C,20000,13.98,0,0.2,Y,6,0.5000000000000004,1
29,22080,OWN,3.0,EDUCATION,A,8000,8.59,0,0.36,N,9,0.5325001051962927,1
33,100000,RENT,4.0,PERSONAL,C,20000,10.99,0,0.2,N,7,0.402089947113939,0
31,101000,RENT,3.0,DEBTCONSOLIDATION,A,20000,7.9,0,0.2,N,10,0.16068072052267798,0
32,101000,RENT,3.0,PERSONAL,B,20000,10.75,0,0.2,N,9,0.3934471778302068,0
33,89004,RENT,2.0,PERSONAL,F,20000,17.58,1,0.22,Y,6,0.5209304998858597,1
35,22300,OWN,1.0,PERSONAL,C,3775,15.27,0,0.17,N,6,0.517576422122539,1
35,102000,RENT,3.0,HOMEIMPROVEMENT,C,20000,13.85,0,0.2,N,10,0.5000000000000004,1
28,22404,MORTGAGE,3.0,VENTURE,C,5725,14.79,1,0.26,N,9,0.5015015447508993,1
27,105000,RENT,4.0,VENTURE,B,20000,10.62,0,0.19,N,9,0.39423910576300114,0
30,106000,RENT,9.0,DEBTCONSOLIDATION,C,20000,13.22,0,0.19,Y,5,0.5000000000000002,1
28,98000,RENT,0.0,HOMEIMPROVEMENT,D,20000,14.96,1,0.2,N,6,0.5104822034951735,1
27,98000,RENT,11.0,HOMEIMPROVEMENT,D,20000,16.0,1,0.2,N,8,0.5000000000000003,1
30,110000,RENT,5.0,VENTURE,D,20000,14.11,0,0.18,Y,5,0.5000000000000002,1
29,99855,RENT,2.0,VENTURE,E,20000,17.06,1,0.2,N,8,0.5000000000000001,1
30,115000,RENT,3.0,DEBTCONSOLIDATION,B,20000,11.11,0,0.17,N,7,0.4184891674239057,0
27,22800,MORTGAGE,11.0,MEDICAL,B,2500,10.99,0,0.11,N,10,0.41862055206078785,0
31,103000,RENT,2.0,VENTURE,F,20000,18.17,1,0.19,N,5,0.6101614045498314,1
29,115500,RENT,1.0,EDUCATION,B,20000,10.46,0,0.17,N,9,0.38597645137823067,0
28,89250,RENT,0.0,MEDICAL,E,20000,10.99,1,0.19,N,8,0.40686343529538704,0
34,120000,RENT,7.0,VENTURE,C,20000,13.8,0,0.17,N,7,0.5000000000000001,1
27,120000,RENT,1.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.17,N,9,0.15106642667242587,0
28,108000,RENT,2.0,PERSONAL,D,20000,15.31,1,0.19,N,7,0.5000000000000002,1
28,120000,RENT,4.0,EDUCATION,C,20000,14.26,0,0.17,N,7,0.5000000000000001,1
27,125000,RENT,3.0,DEBTCONSOLIDATION,B,20000,9.25,0,0.16,N,8,0.18366938745650624,0
35,113000,RENT,0.0,DEBTCONSOLIDATION,E,20000,10.99,1,0.18,N,7,0.41087800871306746,0
32,129000,RENT,0.0,MEDICAL,B,20000,10.99,0,0.16,N,10,0.4171148335868584,0
33,130000,RENT,1.0,EDUCATION,A,20000,6.62,0,0.15,N,10,0.14547643485209066,0
30,100815,RENT,7.0,MEDICAL,F,20000,18.3,1,0.17,Y,6,0.5158252720496393,1
27,132000,RENT,6.0,VENTURE,C,20000,12.73,0,0.15,N,8,0.4853028657423507,0
27,22896,OWN,1.0,MEDICAL,B,5000,11.48,0,0.22,N,8,0.4106287344997857,0
34,135000,RENT,6.0,HOMEIMPROVEMENT,E,20000,17.74,0,0.15,Y,8,0.5000000000000003,1
29,140000,RENT,5.0,DEBTCONSOLIDATION,C,20000,13.49,0,0.14,Y,8,0.5,1
27,140000,RENT,4.0,EDUCATION,A,20000,7.9,0,0.14,N,6,0.18867335308997638,0
29,140000,RENT,3.0,PERSONAL,B,20000,10.0,0,0.14,N,9,0.34288607635768886,0
34,148080,RENT,0.0,HOMEIMPROVEMENT,A,20000,8.9,0,0.14,N,6,0.19391141841238066,0
31,155000,RENT,3.0,HOMEIMPROVEMENT,B,20000,10.74,0,0.13,N,6,0.40463950826452205,0
30,156000,RENT,0.0,EDUCATION,A,20000,6.54,0,0.13,N,8,0.1407011863090282,0
34,148000,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.99,1,0.14,N,6,0.41862055206078785,0
31,23000,OWN,13.0,PERSONAL,A,4500,5.79,0,0.2,N,9,0.16068072052267798,0
32,175000,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.49,0,0.11,Y,8,0.4999999999999998,0
30,180000,RENT,1.0,EDUCATION,C,20000,14.22,0,0.11,N,10,0.5000000000000001,1
28,113000,RENT,9.0,DEBTCONSOLIDATION,C,19975,13.92,1,0.18,N,9,0.5000000000000003,1
29,53313,RENT,13.0,MEDICAL,B,19850,10.99,1,0.37,N,7,0.5381346800238165,1
34,23000,OWN,2.0,PERSONAL,A,2500,10.99,0,0.11,N,7,0.41862055206078785,0
30,49110,RENT,2.0,EDUCATION,B,19775,12.42,1,0.4,N,10,0.5570095562222224,1
33,18000,RENT,0.0,DEBTCONSOLIDATION,A,500,10.99,0,0.03,N,6,0.40205024588293065,0
27,12000,RENT,1.0,DEBTCONSOLIDATION,A,725,7.37,0,0.06,N,6,0.18867335308997638,0
32,12000,RENT,3.0,MEDICAL,C,900,10.28,1,0.07,N,5,0.3714759013715576,0
30,23000,RENT,1.0,MEDICAL,B,950,10.99,0,0.04,N,6,0.41534403568178274,0
28,12000,RENT,1.0,HOMEIMPROVEMENT,D,1000,16.32,1,0.08,Y,9,0.4999999999999998,0
29,14400,RENT,3.0,EDUCATION,D,1000,16.32,1,0.07,Y,8,0.4999999999999998,0
27,17000,RENT,1.0,VENTURE,A,1000,7.29,0,0.06,N,5,0.3541518159359462,0
28,18000,RENT,0.0,PERSONAL,C,1000,13.49,1,0.06,N,8,0.4999999999999998,0
29,20000,RENT,0.0,PERSONAL,B,1000,10.65,0,0.05,N,10,0.3990610892608002,0
35,23400,OWN,12.0,EDUCATION,D,5000,15.33,0,0.21,N,9,0.49999999999999994,0
30,36432,RENT,1.0,EDUCATION,D,19000,15.21,1,0.52,Y,5,0.782295024832002,1
28,44000,RENT,3.0,MEDICAL,E,19000,16.82,1,0.43,N,8,0.6658510146983241,1
31,51500,RENT,6.0,EDUCATION,D,19000,14.83,1,0.37,Y,10,0.5424465297045067,1
33,56136,RENT,12.0,VENTURE,E,19000,15.68,1,0.34,Y,5,0.6206632880638655,1
27,23652,MORTGAGE,9.0,PERSONAL,A,2000,7.49,0,0.08,N,8,0.1384475964717453,0
28,58000,RENT,5.0,HOMEIMPROVEMENT,D,19000,14.09,1,0.33,N,8,0.5146674841570571,1
32,65000,RENT,2.0,MEDICAL,C,19000,12.84,0,0.29,Y,5,0.5985930941929395,1
35,65412,RENT,12.0,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7,0.4871801736302264,0
29,71000,RENT,0.0,PERSONAL,A,19000,6.54,0,0.27,N,9,0.45475051055113414,0
29,83700,RENT,3.0,PERSONAL,C,19000,10.99,0,0.23,N,10,0.3807356489715367,0
30,60000,RENT,7.0,PERSONAL,C,18950,15.96,1,0.32,Y,6,0.575552987741102,1
34,42000,RENT,5.0,PERSONAL,A,18825,7.9,1,0.45,N,10,0.606833923975399,1
32,60000,RENT,5.0,VENTURE,B,18800,9.99,1,0.31,N,7,0.5034492364158362,1
34,95000,RENT,5.0,VENTURE,C,18600,13.57,0,0.2,Y,7,0.5000000000000004,1
28,99700,RENT,2.0,DEBTCONSOLIDATION,C,18600,14.26,0,0.19,Y,8,0.5000000000000001,1
27,24000,OWN,1.0,PERSONAL,A,6000,8.9,0,0.25,N,10,0.36640714796622553,0
32,24000,OWN,2.0,PERSONAL,D,5000,16.29,0,0.21,N,9,0.5000000000000004,1
28,50400,RENT,8.0,VENTURE,D,18500,16.02,1,0.37,N,6,0.5805249025953869,1
30,60000,RENT,14.0,MEDICAL,C,18500,12.99,1,0.31,N,5,0.6101614045498314,1
27,60000,RENT,4.0,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5,0.6101614045498314,1
33,62004,RENT,3.0,EDUCATION,C,18500,12.87,0,0.3,N,9,0.4999261641429985,0
27,24000,OWN,1.0,EDUCATION,C,6000,10.99,0,0.25,N,7,0.383896296358366,0
31,112000,RENT,1.0,VENTURE,A,18500,7.51,0,0.17,N,7,0.15106642667242587,0
33,62500,RENT,3.0,DEBTCONSOLIDATION,B,18400,9.91,0,0.29,N,7,0.4834708599592927,0
31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,10.99,0,0.15,Y,10,0.41862055206078785,0
29,45000,RENT,8.0,MEDICAL,C,18250,14.27,1,0.41,N,6,0.5650526614775324,1
35,24000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.17,N,7,0.15106642667242587,0
30,24000,OWN,11.0,VENTURE,A,6000,10.99,0,0.25,N,9,0.383896296358366,0
29,30996,RENT,0.0,DEBTCONSOLIDATION,B,18000,10.75,1,0.58,N,7,0.8477805066403713,1
29,42000,RENT,6.0,PERSONAL,C,18000,14.65,1,0.43,N,7,0.5836511442576707,1
31,24000,MORTGAGE,3.0,VENTURE,A,3000,7.49,0,0.13,N,10,0.1407011863090282,0
29,24000,MORTGAGE,0.0,EDUCATION,B,4000,10.59,0,0.17,N,10,0.39513469241859606,0
27,24000,OWN,4.0,EDUCATION,C,4000,12.99,0,0.17,N,6,0.4959354171753191,0
28,24000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.4,N,8,0.5570095562222224,1
27,45150,RENT,1.0,PERSONAL,C,18000,13.16,1,0.4,N,7,0.5570095562222224,1
34,45996,RENT,4.0,DEBTCONSOLIDATION,A,18000,10.99,1,0.39,N,9,0.549552082628583,1
27,50000,RENT,0.0,PERSONAL,A,18000,8.49,1,0.36,N,9,0.5321563421373818,1
32,24000,OWN,1.0,MEDICAL,A,2000,7.29,0,0.08,N,6,0.18867335308997638,0
34,50000,RENT,4.0,PERSONAL,B,18000,8.88,1,0.36,N,9,0.5336417656143074,1
31,50000,RENT,2.0,MEDICAL,C,18000,13.48,1,0.36,Y,9,0.5300878806969832,1
27,24000,MORTGAGE,6.0,PERSONAL,A,6250,8.49,0,0.26,N,8,0.4252262346128225,0
27,51200,RENT,11.0,EDUCATION,D,18000,14.96,1,0.35,Y,8,0.5305948617635912,1
34,51312,RENT,0.0,HOMEIMPROVEMENT,C,18000,13.85,1,0.35,N,10,0.5256120812866151,1
29,54000,RENT,0.0,EDUCATION,B,18000,10.99,1,0.33,N,6,0.5148307651947974,1
32,55000,RENT,0.0,DEBTCONSOLIDATION,B,18000,10.38,1,0.33,N,7,0.5190878879431524,1
28,24000,OWN,3.0,PERSONAL,B,8000,10.37,0,0.33,N,5,0.6134272726419528,1
29,56964,RENT,12.0,DEBTCONSOLIDATION,A,18000,10.99,1,0.32,N,8,0.5087864919619229,1
33,60000,RENT,7.0,HOMEIMPROVEMENT,A,18000,8.49,0,0.3,N,5,0.49989492504396704,0
30,24000,OWN,0.0,VENTURE,A,2500,7.29,0,0.1,N,6,0.18867335308997638,0
28,60372,RENT,4.0,DEBTCONSOLIDATION,C,18000,14.65,0,0.3,Y,5,0.6101614045498314,1
28,63000,RENT,12.0,HOMEIMPROVEMENT,B,18000,10.65,0,0.29,N,9,0.4849833871459549,0
27,64000,RENT,3.0,MEDICAL,B,18000,11.11,0,0.28,N,8,0.47367346160500556,0
30,64000,RENT,1.0,VENTURE,A,18000,8.38,0,0.28,N,7,0.47367346160500556,0
27,59000,RENT,3.0,PERSONAL,B,18000,12.18,1,0.31,N,9,0.5023826577132344,1
35,66000,RENT,0.0,HOMEIMPROVEMENT,B,18000,9.99,0,0.27,N,8,0.4520405476538255,0
33,67800,RENT,3.0,HOMEIMPROVEMENT,B,18000,10.08,0,0.27,N,6,0.4690727753544393,0
29,68004,RENT,3.0,MEDICAL,B,18000,10.0,0,0.26,N,9,0.4252262346128225,0
27,69790,RENT,6.0,DEBTCONSOLIDATION,B,18000,10.25,0,0.26,N,9,0.4252262346128225,0
28,24000,MORTGAGE,2.0,EDUCATION,A,1500,7.14,0,0.06,N,10,0.13853740932039912,0
28,64000,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.58,1,0.28,N,6,0.4878139776791926,0
33,70000,RENT,18.0,EDUCATION,B,18000,11.89,0,0.26,N,9,0.4277606338089787,0
34,72000,RENT,7.0,EDUCATION,D,18000,15.95,0,0.25,Y,8,0.5973472492624502,1
33,67000,RENT,8.0,HOMEIMPROVEMENT,C,18000,13.11,1,0.27,Y,7,0.5000000000000003,1
31,75000,RENT,4.0,HOMEIMPROVEMENT,A,18000,8.9,0,0.24,N,6,0.24604738110405697,0
34,24000,OWN,4.0,HOMEIMPROVEMENT,C,2400,13.98,0,0.1,N,9,0.5000000000000001,1
34,78000,RENT,5.0,EDUCATION,A,18000,8.9,0,0.23,N,9,0.17147791122103961,0
28,80000,RENT,8.0,HOMEIMPROVEMENT,B,18000,10.59,0,0.23,N,10,0.37772678855004416,0
28,80000,RENT,9.0,PERSONAL,B,18000,11.49,0,0.23,N,6,0.4035591739789234,0
27,80000,RENT,1.0,VENTURE,B,18000,10.39,0,0.23,N,8,0.37772678855004416,0
28,81972,RENT,4.0,DEBTCONSOLIDATION,B,18000,10.99,0,0.22,N,6,0.3893048909007822,0
27,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9200,10.99,0,0.38,N,9,0.5437567384723097,1
33,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.25,0,0.25,N,6,0.41181912512860697,0
29,74000,RENT,0.0,VENTURE,E,18000,17.04,1,0.24,Y,10,0.513824942936692,1
29,24000,MORTGAGE,7.0,MEDICAL,A,10000,10.99,0,0.42,N,6,0.5738827263833792,1
28,89004,RENT,3.0,PERSONAL,A,18000,7.49,0,0.2,N,10,0.16068072052267798,0
31,90000,RENT,12.0,EDUCATION,B,18000,12.42,0,0.2,N,8,0.46525463841190323,0
31,78000,RENT,0.0,HOMEIMPROVEMENT,E,18000,18.79,1,0.23,N,9,0.5000000000000002,1
30,90000,RENT,14.0,MEDICAL,A,18000,8.94,0,0.2,N,8,0.16068072052267798,0
34,100000,RENT,4.0,VENTURE,C,18000,13.49,0,0.18,Y,10,0.5000000000000003,1
32,100000,RENT,2.0,PERSONAL,A,18000,10.99,0,0.18,N,5,0.4031369860527136,0
27,100000,RENT,0.0,VENTURE,A,18000,7.88,0,0.18,N,5,0.3541518159359462,0
30,101500,RENT,2.0,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,7,0.4583139782465065,0
31,102000,RENT,11.0,MEDICAL,B,18000,10.0,0,0.18,N,10,0.34288607635768886,0
33,90000,RENT,15.0,PERSONAL,B,18000,11.58,1,0.2,N,10,0.4259858451968146,0
33,103000,RENT,17.0,PERSONAL,E,18000,16.82,0,0.17,Y,6,0.5233183506705156,1
27,110000,RENT,5.0,VENTURE,B,18000,9.91,0,0.16,N,5,0.3541518159359462,0
31,24000,OWN,1.0,HOMEIMPROVEMENT,A,1200,8.94,0,0.05,N,5,0.3541518159359462,0
30,24000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,8.94,0,0.25,N,7,0.36640714796622553,0
27,132000,RENT,4.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.14,N,9,0.14580382162979164,0
27,102616,RENT,4.0,MEDICAL,C,18000,13.99,1,0.15,Y,7,0.5,1
33,140000,RENT,2.0,DEBTCONSOLIDATION,C,18000,10.99,0,0.13,N,9,0.41862055206078785,0
30,175000,RENT,1.0,EDUCATION,A,18000,5.79,0,0.1,N,10,0.13853740932039912,0
30,168000,RENT,1.0,DEBTCONSOLIDATION,D,18000,14.46,1,0.11,Y,9,0.5000000000000002,1
33,30000,RENT,2.0,DEBTCONSOLIDATION,A,17975,8.49,1,0.6,N,8,0.8505063449094106,1
27,24000,MORTGAGE,1.0,VENTURE,C,11000,10.99,0,0.46,Y,6,0.6208477825501978,1
34,65000,RENT,0.0,EDUCATION,A,17900,7.9,0,0.28,N,8,0.47367346160500556,0
27,24000,OWN,2.0,VENTURE,C,6000,12.53,0,0.25,N,9,0.4514552710195298,0
28,24000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.21,N,10,0.2266388526307902,0
27,32220,RENT,11.0,MEDICAL,B,17725,11.49,1,0.55,N,8,0.843443576617552,1
31,105600,RENT,5.0,DEBTCONSOLIDATION,B,17700,10.99,0,0.17,N,6,0.4142713697666846,0
27,37793,RENT,11.0,VENTURE,B,17625,12.69,1,0.47,N,7,0.6369976581887059,1
34,24000,MORTGAGE,5.0,MEDICAL,B,2000,9.2,0,0.08,N,7,0.16543256317001234,0
29,77000,RENT,3.0,MEDICAL,C,17600,13.48,0,0.23,N,8,0.5000000000000002,1
29,88000,RENT,8.0,DEBTCONSOLIDATION,C,17600,14.26,0,0.2,Y,6,0.5000000000000004,1
29,153000,RENT,1.0,VENTURE,B,17600,8.7,0,0.12,N,8,0.1476409653924684,0
28,205000,RENT,13.0,MEDICAL,C,17600,13.23,0,0.09,N,10,0.5,1
28,44000,RENT,3.0,EDUCATION,E,17500,10.99,1,0.4,N,10,0.5570095562222224,1
28,44900,RENT,12.0,MEDICAL,C,17500,14.35,1,0.39,Y,10,0.5504500761852988,1
27,48500,RENT,1.0,VENTURE,B,17500,12.42,1,0.36,N,9,0.530025920070533,1
35,50000,RENT,4.0,PERSONAL,C,17500,12.84,1,0.35,N,5,0.6101614045498314,1
27,24570,MORTGAGE,2.0,PERSONAL,C,8500,10.99,0,0.35,Y,8,0.5266540905243791,1
32,24600,MORTGAGE,6.0,MEDICAL,A,4800,8.9,1,0.2,N,7,0.16068072052267798,0
33,58100,RENT,1.0,DEBTCONSOLIDATION,C,17500,13.57,0,0.3,Y,10,0.4999999999999999,0
33,92500,RENT,4.0,VENTURE,D,17500,15.28,0,0.19,N,6,0.5176231584284204,1
31,114237,RENT,15.0,HOMEIMPROVEMENT,C,17500,14.72,0,0.15,Y,6,0.5002320748235706,1
29,120000,RENT,1.0,VENTURE,C,17500,12.87,0,0.15,Y,8,0.4911933405635233,0
