person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ann_score,risk_score_tahap3,predicted_tahap3
22,59000,RENT,2.0,DEBTCONSOLIDATION,F,12000,17.58,1,0.2,N,4,0.5693021808770182,0.4999999999999998,0
23,84996,MORTGAGE,5.0,MEDICAL,B,5000,10.95,0,0.06,N,3,0.0714465741611977,0.39284846136147344,0
21,65000,RENT,6.0,PERSONAL,D,12000,14.3,0,0.18,N,3,0.3054095350375971,0.5000000000000006,1
26,59000,RENT,1.0,HOMEIMPROVEMENT,D,12000,10.99,1,0.2,N,4,0.10490158501931317,0.40478154326605403,0
22,65400,RENT,1.0,EDUCATION,C,12000,13.06,0,0.18,N,2,0.18610743149848658,0.5,1
23,66000,RENT,7.0,EDUCATION,C,12000,14.65,0,0.18,Y,2,0.35047729800544863,0.5,1
23,66000,RENT,2.0,VENTURE,A,12000,10.99,0,0.18,N,4,0.09822428062303935,0.40478154326605403,0
24,62050,MORTGAGE,1.0,MEDICAL,C,5600,14.65,1,0.08,N,4,0.29399807575637205,0.4999999999999998,0
26,66000,RENT,3.0,MEDICAL,B,12000,11.83,0,0.18,N,2,0.12900986083017205,0.5,1
25,67200,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.18,Y,4,0.2014136746638002,0.4999999999999998,0
26,68400,RENT,10.0,VENTURE,A,12000,7.29,0,0.18,N,4,0.06800875584517163,0.17630275896925715,0
25,85000,MORTGAGE,7.0,EDUCATION,C,12000,14.65,0,0.14,Y,4,0.3153409547955877,0.4999999999999998,0
22,68496,RENT,4.0,PERSONAL,D,12000,15.31,0,0.18,Y,3,0.4428015292575564,0.5000000000000006,1
25,62500,RENT,2.0,VENTURE,D,12000,16.77,1,0.19,N,2,0.5393752329130768,0.5,1
21,69000,RENT,5.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.17,N,4,0.06488552558428995,0.17630275896925715,0
24,85000,MORTGAGE,8.0,VENTURE,A,15000,7.9,0,0.18,N,2,0.07238733129208459,0.5,1
22,85000,MORTGAGE,0.0,EDUCATION,C,20000,13.49,0,0.24,Y,2,0.25943973868772,0.5,1
24,69500,RENT,8.0,PERSONAL,B,12000,10.65,0,0.17,N,2,0.10153720270601123,0.5,1
26,85000,MORTGAGE,10.0,MEDICAL,A,24000,8.9,0,0.28,N,3,0.24052531521311657,0.39284846136147344,0
24,85000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7000,12.69,0,0.08,N,3,0.1154544958547959,0.5000000000000006,1
24,85000,OWN,8.0,VENTURE,A,10000,6.62,0,0.12,N,4,0.040985383759285905,0.17630275896925715,0
22,69600,RENT,6.0,PERSONAL,A,12000,7.29,0,0.17,N,4,0.06378396902504173,0.17630275896925715,0
23,85000,OWN,7.0,PERSONAL,D,14000,16.29,0,0.16,Y,4,0.5158263515299213,0.4999999999999998,0
21,37500,OWN,5.0,VENTURE,B,6000,11.49,0,0.16,N,3,0.10792316468112634,0.39284846136147344,0
24,70000,RENT,8.0,PERSONAL,B,12000,10.65,0,0.17,N,3,0.09579923593909663,0.39284846136147344,0
25,70000,RENT,9.0,VENTURE,A,12000,8.9,0,0.17,N,2,0.07448967993396333,0.5,1
23,70000,RENT,3.0,VENTURE,A,12000,7.9,0,0.17,N,2,0.06738191251871846,0.5,1
23,85000,MORTGAGE,0.0,EDUCATION,C,11000,14.27,0,0.13,N,4,0.2631511096740484,0.4999999999999998,0
25,70000,RENT,0.0,EDUCATION,B,12000,11.99,0,0.17,N,2,0.13032018495413053,0.5,1
24,85000,MORTGAGE,4.0,MEDICAL,C,10000,10.99,0,0.12,N,4,0.07768826072347754,0.40478154326605403,0
26,70000,RENT,0.0,EDUCATION,A,12000,5.99,0,0.17,N,4,0.05348088792847333,0.17630275896925715,0
23,85000,MORTGAGE,4.0,EDUCATION,A,3000,6.03,0,0.04,N,3,0.02326117238161463,0.19061937055220915,0
26,70000,RENT,6.0,HOMEIMPROVEMENT,A,12000,6.99,0,0.17,N,3,0.06048464527350158,0.19061937055220915,0
21,70000,RENT,3.0,PERSONAL,A,12000,6.99,0,0.17,N,3,0.06048464527350158,0.19061937055220915,0
22,70000,RENT,3.0,EDUCATION,A,12000,7.29,0,0.17,N,4,0.06378396902504173,0.17630275896925715,0
25,70000,RENT,4.0,MEDICAL,B,12000,10.37,0,0.17,N,3,0.09025326292848447,0.39284846136147344,0
26,85000,MORTGAGE,1.0,PERSONAL,A,7200,8.9,0,0.08,N,4,0.05168059415830086,0.36401198019590947,0
22,73000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6000,13.49,1,0.08,Y,2,0.1796920910519222,0.5,1
24,85000,MORTGAGE,8.0,MEDICAL,B,25600,12.69,0,0.3,N,4,0.41211920082961107,0.4999999999999998,0
23,85000,MORTGAGE,7.0,EDUCATION,A,14000,6.03,0,0.16,N,4,0.0500315210323251,0.17630275896925715,0
25,70000,RENT,6.0,VENTURE,B,12000,12.18,0,0.17,N,3,0.1242039161615968,0.5000000000000006,1
22,64000,RENT,7.0,EDUCATION,C,12000,12.87,1,0.19,Y,2,0.18259395029991796,0.5,1
23,70000,RENT,4.0,MEDICAL,A,12000,10.99,0,0.17,N,2,0.10760298988009682,0.5,1
26,85000,MORTGAGE,0.0,PERSONAL,C,12000,14.27,0,0.14,N,4,0.2659943025480179,0.4999999999999998,0
25,85000,MORTGAGE,7.0,PERSONAL,C,5500,13.49,0,0.06,N,3,0.16521982580932734,0.5000000000000006,1
24,85000,MORTGAGE,8.0,PERSONAL,A,35000,10.99,0,0.41,N,2,0.7046463366546247,0.5,1
22,85000,MORTGAGE,6.0,PERSONAL,A,12500,10.99,0,0.15,N,2,0.10083004658605418,0.5,1
26,85000,MORTGAGE,10.0,PERSONAL,A,12000,6.62,0,0.14,N,3,0.04581211940650201,0.19061937055220915,0
24,70000,RENT,1.0,VENTURE,B,12000,11.58,0,0.17,N,3,0.1122903423401197,0.403558580899247,0
25,70000,RENT,9.0,EDUCATION,D,12000,13.55,0,0.17,Y,3,0.20507401376065107,0.5000000000000006,1
22,55082,RENT,6.0,MEDICAL,F,12000,10.99,1,0.19,Y,3,0.10712058845608366,0.39284846136147344,0
23,85000,MORTGAGE,0.0,EDUCATION,A,24000,7.49,0,0.28,N,4,0.21259729134935096,0.4448906083267125,0
24,71151,RENT,6.0,VENTURE,A,12000,6.62,0,0.17,N,4,0.05910534490726026,0.17630275896925715,0
24,85000,MORTGAGE,8.0,VENTURE,C,10000,12.99,0,0.12,Y,4,0.14432092946389016,0.4999999999999998,0
26,85000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4650,13.49,0,0.05,Y,3,0.1628527966411216,0.5000000000000006,1
24,85000,MORTGAGE,2.0,PERSONAL,C,7500,13.99,0,0.09,Y,2,0.23300094892913883,0.5,1
21,37200,OWN,5.0,VENTURE,A,7000,8.49,0,0.19,N,4,0.07598812301526352,0.2882343795326924,0
24,72000,RENT,8.0,HOMEIMPROVEMENT,C,12000,13.99,0,0.17,Y,4,0.2509713675022868,0.4999999999999998,0
22,72000,RENT,6.0,MEDICAL,C,12000,12.99,0,0.17,Y,3,0.15740635459847796,0.5000000000000006,1
24,85000,MORTGAGE,7.0,VENTURE,A,12000,5.99,0,0.14,N,2,0.03992677488513397,0.5,1
26,85000,MORTGAGE,0.0,MEDICAL,A,11600,5.42,0,0.14,N,4,0.03914912158542618,0.5,1
23,85000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.12,N,2,0.08579324598364756,0.5,1
22,85000,MORTGAGE,3.0,PERSONAL,A,10000,5.99,0,0.12,N,2,0.03442187333675843,0.5,1
23,85000,MORTGAGE,1.0,VENTURE,C,21400,13.49,0,0.25,Y,4,0.26054290359643967,0.4999999999999998,0
22,72000,RENT,6.0,MEDICAL,B,12000,10.99,0,0.17,N,4,0.09582181980852819,0.40478154326605403,0
25,66000,RENT,9.0,PERSONAL,D,12000,16.89,1,0.18,N,2,0.5422638159443582,0.5,1
25,85000,MORTGAGE,0.0,EDUCATION,A,2800,7.49,0,0.03,N,3,0.034000885444927895,0.19061937055220915,0
24,85000,OWN,2.0,EDUCATION,B,27500,11.99,0,0.32,N,2,0.5212798442575004,0.5,1
22,85000,MORTGAGE,6.0,VENTURE,C,10000,13.99,0,0.12,Y,4,0.22777045241150032,0.4999999999999998,0
23,72000,RENT,7.0,VENTURE,B,12000,9.99,0,0.17,N,3,0.08290290951220396,0.39284846136147344,0
26,85000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,11000,11.99,0,0.13,N,4,0.1001916704027759,0.4945541936776251,0
24,72000,RENT,8.0,MEDICAL,A,12000,7.88,0,0.17,N,4,0.06488552558428995,0.17630275896925715,0
25,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.28,N,4,0.27906209099816187,0.4448906083267125,0
26,85000,MORTGAGE,10.0,EDUCATION,A,4650,8.49,0,0.05,N,2,0.04610236839766464,0.5,1
22,85000,MORTGAGE,0.0,EDUCATION,B,12000,11.99,0,0.14,N,3,0.11205099924769134,0.48705304250032644,0
21,72100,RENT,6.0,PERSONAL,A,12000,5.79,0,0.17,N,2,0.0482231707596231,0.5,1
25,85000,MORTGAGE,10.0,VENTURE,B,16000,10.99,0,0.19,N,2,0.11479362155927417,0.5,1
23,72324,RENT,7.0,VENTURE,B,12000,10.99,0,0.17,N,3,0.10156098731867172,0.39284846136147344,0
25,85000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1500,13.06,0,0.02,N,2,0.13174780241366435,0.5,1
24,85000,MORTGAGE,0.0,PERSONAL,B,10000,10.0,0,0.12,N,4,0.06552094104375776,0.3815805466193539,0
23,85000,MORTGAGE,3.0,EDUCATION,A,7200,6.92,0,0.08,N,4,0.03471024088461524,0.17630275896925715,0
25,73000,RENT,1.0,EDUCATION,A,12000,7.49,0,0.16,N,3,0.0608868940068199,0.19061937055220915,0
24,85000,OWN,4.0,HOMEIMPROVEMENT,D,6250,14.91,0,0.07,N,2,0.3307439832896066,0.5,1
25,57424,RENT,2.0,MEDICAL,D,12000,15.31,1,0.18,N,4,0.43417109144956006,0.4999999999999998,0
26,85000,MORTGAGE,0.0,VENTURE,B,20000,10.37,0,0.24,N,2,0.16155620076838048,0.5,1
25,74000,RENT,2.0,VENTURE,A,12000,7.88,0,0.16,N,3,0.0638409473274915,0.19061937055220915,0
23,85000,MORTGAGE,7.0,EDUCATION,A,4000,5.79,0,0.05,N,3,0.02239957936103426,0.19061937055220915,0
24,85000,MORTGAGE,8.0,PERSONAL,A,10400,5.79,0,0.12,N,4,0.035836812077893646,0.18463510406088027,0
24,40000,RENT,7.0,PERSONAL,C,3000,10.99,0,0.07,Y,4,0.06941303233567818,0.40478154326605403,0
22,85000,MORTGAGE,6.0,EDUCATION,A,10000,10.99,0,0.12,N,2,0.08579324598364756,0.5,1
25,85000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7350,5.79,0,0.09,N,4,0.02865389348481241,0.18463510406088027,0
24,85000,MORTGAGE,2.0,PERSONAL,B,9600,10.37,0,0.11,N,4,0.06816559416969681,0.3815805466193539,0
26,41000,RENT,8.0,DEBTCONSOLIDATION,B,3000,12.42,0,0.07,N,3,0.10532520960233452,0.5000000000000006,1
25,41000,RENT,3.0,VENTURE,B,3000,10.99,0,0.07,N,3,0.0731602738898529,0.39284846136147344,0
26,85000,MORTGAGE,10.0,VENTURE,C,2200,13.43,0,0.03,N,3,0.1600943817021933,0.5000000000000006,1
23,85000,MORTGAGE,3.0,EDUCATION,B,15000,10.0,0,0.18,N,2,0.09113373032090367,0.5,1
26,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,14400,13.8,1,0.2,Y,3,0.26067918179281346,0.5000000000000006,1
23,85000,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0,0.06,N,2,0.020135760781551937,0.5,1
23,41000,RENT,2.0,DEBTCONSOLIDATION,C,3000,11.03,0,0.07,Y,4,0.06991011023597171,0.40772944778411807,0
24,85000,MORTGAGE,8.0,EDUCATION,B,20000,11.11,0,0.24,N,4,0.15455472629322434,0.41381335246888706,0
22,85000,MORTGAGE,4.0,VENTURE,A,7000,6.91,0,0.08,N,3,0.033536791244117105,0.19061937055220915,0
26,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,10000,14.09,1,0.14,N,3,0.24598520376789826,0.5000000000000006,1
26,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.09,N,3,0.0758037672041621,0.39284846136147344,0
22,85000,MORTGAGE,0.0,VENTURE,A,12800,6.54,0,0.15,N,3,0.04867313020310567,0.19061937055220915,0
26,41004,RENT,2.0,MEDICAL,B,3000,11.14,0,0.07,N,2,0.07964244386674575,0.5,1
22,42000,RENT,6.0,DEBTCONSOLIDATION,B,3000,12.69,0,0.07,N,2,0.12330656113660735,0.5,1
24,73000,MORTGAGE,9.0,EDUCATION,E,25000,16.32,1,0.34,N,2,0.7799499471800135,0.5,1
23,85000,MORTGAGE,7.0,VENTURE,B,25000,10.36,0,0.29,N,4,0.3148642278603255,0.4686500516246339,0
23,42000,RENT,2.0,MEDICAL,A,3000,6.62,0,0.07,N,3,0.030023043159212018,0.19061937055220915,0
25,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,6.54,0,0.05,N,3,0.02766195463004248,0.19061937055220915,0
24,85000,MORTGAGE,4.0,EDUCATION,B,1000,9.99,0,0.01,N,4,0.053649186230096145,0.3907541215478807,0
25,85000,MORTGAGE,0.0,EDUCATION,A,14000,5.79,0,0.16,N,2,0.04480793659554908,0.5,1
24,85000,MORTGAGE,8.0,MEDICAL,B,25000,10.36,0,0.29,N,3,0.32016447018585603,0.43171983126620406,0
22,36000,RENT,6.0,MEDICAL,B,3000,11.49,1,0.08,N,4,0.07871219953574214,0.44537386481828284,0
23,85000,MORTGAGE,1.0,VENTURE,B,10000,10.36,0,0.12,N,4,0.06987894778001073,0.3815805466193539,0
21,37000,OWN,0.0,VENTURE,C,9250,12.23,0,0.25,N,4,0.1924678488721649,0.4999999999999998,0
23,85000,MORTGAGE,0.0,EDUCATION,B,7000,9.25,0,0.08,N,4,0.05448336243308282,0.3815805466193539,0
26,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,4000,9.25,0,0.05,N,2,0.05676512273154959,0.5,1
22,85000,MORTGAGE,4.0,VENTURE,A,12000,6.91,0,0.14,N,3,0.04799204738813939,0.19061937055220915,0
22,85000,MORTGAGE,6.0,EDUCATION,C,5000,12.61,0,0.06,N,2,0.11790767267218515,0.5,1
22,42000,RENT,6.0,PERSONAL,B,3000,11.49,0,0.07,N,2,0.08709540631657142,0.5,1
22,36000,RENT,1.0,HOMEIMPROVEMENT,B,3000,10.37,1,0.08,N,3,0.06794140851061396,0.39284846136147344,0
24,85000,OWN,8.0,VENTURE,A,22000,6.54,0,0.26,N,4,0.12629766862711492,0.40379941653697726,0
23,37000,OWN,6.0,MEDICAL,A,1125,5.79,0,0.03,N,3,0.021096763321731233,0.19061937055220915,0
25,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,6.17,0,0.06,N,2,0.024879828250372597,0.5,1
23,85000,OWN,4.0,EDUCATION,C,9600,13.61,0,0.11,N,3,0.1959271091320616,0.5000000000000006,1
21,37000,OWN,3.0,EDUCATION,C,7200,13.61,0,0.19,N,4,0.22464271497594612,0.4999999999999998,0
23,36000,RENT,0.0,PERSONAL,C,3000,10.99,1,0.08,N,4,0.07123440473160995,0.40478154326605403,0
25,62050,MORTGAGE,4.0,MEDICAL,D,5400,15.21,1,0.07,Y,3,0.37246721177762987,0.5000000000000006,1
24,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.14,N,3,0.05601990776426185,0.19061937055220915,0
22,85000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0,0.07,N,2,0.04131036860158206,0.5,1
23,85000,MORTGAGE,6.0,PERSONAL,B,25000,10.75,0,0.29,N,4,0.32353502643991533,0.4686500516246339,0
24,85000,MORTGAGE,2.0,PERSONAL,A,8000,10.99,0,0.09,N,4,0.07316506084154888,0.40478154326605403,0
25,37000,OWN,6.0,MEDICAL,B,9000,10.25,0,0.24,N,3,0.15067054311463826,0.39284846136147344,0
24,85000,MORTGAGE,4.0,MEDICAL,B,2500,10.38,0,0.03,N,4,0.058986525303682216,0.3815805466193539,0
23,85000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,14.35,0,0.06,Y,2,0.2560836839079507,0.5,1
25,85000,MORTGAGE,7.0,PERSONAL,A,2000,10.99,0,0.02,N,2,0.0730748124242397,0.5,1
23,42000,RENT,5.0,EDUCATION,E,3000,17.93,0,0.07,Y,2,0.5744666532160397,0.5,1
24,42000,RENT,0.0,MEDICAL,C,3000,12.73,0,0.07,N,4,0.11332961758401545,0.4999999999999998,0
24,85000,MORTGAGE,4.0,MEDICAL,B,7750,11.12,0,0.09,N,4,0.07509049639682933,0.41457539185407727,0
25,85000,MORTGAGE,9.0,VENTURE,A,4000,7.88,0,0.05,N,2,0.03895147770326391,0.5,1
24,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.14,N,4,0.05287538040532463,0.17630275896925715,0
26,42000,RENT,10.0,MEDICAL,B,3000,11.83,0,0.07,N,2,0.09493385723400329,0.5,1
25,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,9600,13.85,0,0.11,Y,4,0.2123819590071268,0.4999999999999998,0
23,85000,MORTGAGE,3.0,EDUCATION,A,4000,6.76,0,0.05,N,4,0.03037047286313743,0.17630275896925715,0
26,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.18,Y,4,0.13712627217173806,0.4999999999999998,0
23,85000,MORTGAGE,3.0,EDUCATION,C,20000,10.99,0,0.24,Y,4,0.15264438820564835,0.40478154326605403,0
25,85000,MORTGAGE,5.0,VENTURE,B,18000,9.88,0,0.21,N,3,0.11086366893414065,0.39284846136147344,0
24,85000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.09,N,2,0.0798664013142211,0.5,1
23,85000,MORTGAGE,5.0,EDUCATION,A,8000,7.14,0,0.09,N,2,0.03568363215334683,0.5,1
26,85000,MORTGAGE,8.0,MEDICAL,A,15000,7.88,0,0.18,N,4,0.06917788369169732,0.17630275896925715,0
21,85000,MORTGAGE,5.0,EDUCATION,B,25000,10.99,0,0.29,N,2,0.3402986471903403,0.5,1
23,36000,RENT,0.0,EDUCATION,C,3000,12.29,1,0.08,N,2,0.11078829737146736,0.5,1
22,42224,RENT,6.0,DEBTCONSOLIDATION,C,3000,13.48,0,0.07,Y,2,0.17447114955166684,0.5,1
23,85000,OWN,3.0,MEDICAL,D,15000,15.33,0,0.18,Y,2,0.4412415108980067,0.5,1
25,42264,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.71,0,0.07,N,2,0.0739777695760757,0.5,1
24,36708,RENT,2.0,HOMEIMPROVEMENT,D,3000,15.33,1,0.08,Y,3,0.39381215996337743,0.5000000000000006,1
24,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.18,N,3,0.08641003095528214,0.39284846136147344,0
22,85000,MORTGAGE,0.0,VENTURE,B,12000,10.99,0,0.14,N,3,0.0904796792533211,0.39284846136147344,0
23,74000,RENT,6.0,MEDICAL,B,12000,12.53,0,0.16,N,4,0.12148248940099836,0.4999999999999998,0
25,68500,RENT,4.0,EDUCATION,C,12000,13.16,1,0.18,Y,2,0.19157253491287218,0.5,1
25,85000,MORTGAGE,9.0,VENTURE,C,7200,13.57,0,0.08,N,3,0.18056457810720805,0.5000000000000006,1
22,85000,MORTGAGE,7.0,EDUCATION,A,11700,8.59,0,0.14,N,3,0.05801213952164989,0.39284846136147344,0
23,74706,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.58,0,0.16,N,3,0.10958564925677625,0.403558580899247,0
22,85000,MORTGAGE,1.0,EDUCATION,B,18000,12.18,0,0.21,N,4,0.13894069007037668,0.4999999999999998,0
23,75000,RENT,3.0,EDUCATION,C,12000,14.27,0,0.16,Y,2,0.28644694461272996,0.5,1
26,85000,OWN,10.0,EDUCATION,B,10000,12.18,0,0.12,N,2,0.12513760359856277,0.5,1
23,75000,RENT,4.0,MEDICAL,A,12000,6.03,0,0.16,N,3,0.04827009411743126,0.19061937055220915,0
22,75000,RENT,6.0,PERSONAL,C,12000,13.49,0,0.16,N,2,0.20063299108730995,0.5,1
24,75000,RENT,0.0,VENTURE,A,12000,6.62,0,0.16,N,2,0.051176952575615164,0.5,1
24,75000,RENT,8.0,PERSONAL,D,12000,10.99,0,0.16,N,4,0.09215012876601793,0.40478154326605403,0
22,75000,RENT,4.0,PERSONAL,B,12000,11.49,0,0.16,N,3,0.10792316468112634,0.39284846136147344,0
24,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4400,7.4,0,0.05,N,2,0.034085188712798066,0.5,1
26,85000,MORTGAGE,2.0,MEDICAL,B,8000,11.14,0,0.09,N,3,0.07749540188992368,0.39284846136147344,0
22,75000,RENT,6.0,VENTURE,B,12000,10.74,0,0.16,N,3,0.09355114374270346,0.39284846136147344,0
26,75000,RENT,4.0,VENTURE,B,12000,10.37,0,0.16,N,4,0.08060241401006545,0.3815805466193539,0
23,69000,RENT,5.0,VENTURE,C,12000,12.68,1,0.17,N,3,0.1432859913216138,0.5000000000000006,1
25,85000,MORTGAGE,4.0,VENTURE,C,20000,13.92,0,0.24,N,3,0.3041407264011101,0.5000000000000006,1
22,75000,RENT,6.0,VENTURE,A,12000,10.99,0,0.16,N,3,0.09868324256860622,0.39284846136147344,0
24,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.14,0,0.14,N,3,0.09343970166884398,0.39284846136147344,0
22,75000,RENT,6.0,EDUCATION,A,12000,10.99,0,0.16,N,2,0.10499784516346715,0.5,1
23,85000,MORTGAGE,7.0,EDUCATION,C,20000,13.22,0,0.24,Y,4,0.22487371527638483,0.4999999999999998,0
21,36662,OWN,4.0,VENTURE,B,18000,10.25,0,0.49,N,4,0.7923578195945926,0.8236972410307427,1
23,75000,RENT,2.0,PERSONAL,C,12000,12.98,0,0.16,Y,2,0.16897658729122544,0.5,1
26,75000,RENT,0.0,MEDICAL,B,12000,10.38,0,0.16,N,3,0.08658147267612724,0.39284846136147344,0
24,75000,RENT,7.0,PERSONAL,C,12000,10.99,0,0.16,Y,3,0.09868324256860622,0.39284846136147344,0
23,73000,OTHER,1.0,PERSONAL,F,25000,17.9,1,0.34,N,2,0.8290605282089766,0.5,1
25,85000,MORTGAGE,9.0,PERSONAL,A,1000,9.32,0,0.01,N,2,0.05152915398382182,0.5,1
23,75000,RENT,7.0,PERSONAL,B,12000,12.53,0,0.16,N,3,0.1347141292350516,0.5000000000000006,1
22,62050,MORTGAGE,1.0,MEDICAL,D,6000,14.74,1,0.08,N,2,0.312420096869094,0.5,1
24,69000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.2,1,0.17,N,4,0.08117842464309398,0.3815805466193539,0
21,75000,RENT,5.0,PERSONAL,C,12000,12.09,0,0.16,Y,2,0.1320278297590852,0.5,1
23,85000,MORTGAGE,1.0,PERSONAL,C,15000,12.84,0,0.18,N,3,0.15620385403318113,0.5000000000000006,1
22,76000,RENT,4.0,EDUCATION,A,12000,7.9,0,0.16,N,4,0.06087754772464879,0.17630275896925715,0
22,85000,MORTGAGE,1.0,MEDICAL,C,25000,12.53,0,0.29,N,4,0.35767590523592735,0.4999999999999998,0
26,77000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.71,0,0.16,N,2,0.11860906445783835,0.5,1
24,73000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9325,12.53,1,0.13,N,2,0.14273152086141444,0.5,1
25,85000,OWN,1.0,HOMEIMPROVEMENT,C,5000,13.79,0,0.06,Y,2,0.19786863295985824,0.5,1
24,77000,RENT,6.0,MEDICAL,B,12000,11.49,0,0.16,N,4,0.10186523618472684,0.44537386481828284,0
26,78000,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.14,0,0.15,N,2,0.051685316100418384,0.5,1
25,78000,RENT,6.0,HOMEIMPROVEMENT,B,12000,12.53,0,0.15,N,2,0.14705576004416535,0.5,1
25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0,0.15,N,2,0.10083004658605418,0.5,1
26,85000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,4800,11.59,0,0.06,Y,2,0.08850596249843826,0.5,1
25,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7500,11.03,0,0.09,Y,3,0.07625152650023213,0.39284846136147344,0
23,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,8.63,0,0.08,N,2,0.052281576413530643,0.5,1
23,73500,RENT,1.0,VENTURE,C,12000,12.99,1,0.16,N,2,0.16947820790035817,0.5,1
24,80000,RENT,5.0,VENTURE,B,12000,9.91,0,0.15,N,2,0.07771520847016189,0.5,1
23,85000,MORTGAGE,6.0,EDUCATION,D,9000,12.36,0,0.11,Y,2,0.12830990304047546,0.5,1
25,73000,MORTGAGE,8.0,PERSONAL,D,20000,13.12,1,0.27,Y,4,0.27698948996983075,0.4999999999999998,0
26,85000,MORTGAGE,8.0,EDUCATION,D,8500,10.99,0,0.1,N,4,0.0751438096802173,0.40478154326605403,0
23,85000,MORTGAGE,7.0,EDUCATION,A,5275,7.43,0,0.06,N,3,0.03653702525918157,0.19061937055220915,0
24,80000,RENT,5.0,MEDICAL,B,12000,12.69,0,0.15,N,2,0.15368513896913313,0.5,1
26,73008,MORTGAGE,4.0,DEBTCONSOLIDATION,E,15000,15.68,1,0.21,Y,3,0.4974378374171557,0.5000000000000006,1
25,85100,MORTGAGE,9.0,PERSONAL,A,4500,6.39,0,0.05,N,3,0.026521288731092333,0.19061937055220915,0
26,85200,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,6.03,0,0.09,N,4,0.029798984955057124,0.17630275896925715,0
22,80000,RENT,2.0,EDUCATION,B,12000,11.71,0,0.15,N,4,0.10289894150586358,0.46587633687481644,0
25,73248,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.11,1,0.16,N,4,0.09455034128961005,0.41381335246888706,0
21,36184,OWN,2.0,PERSONAL,B,12000,9.99,0,0.33,N,4,0.5270614593163654,0.4999999999999998,0
23,80000,RENT,5.0,MEDICAL,B,12000,12.42,0,0.15,N,2,0.14263663863625217,0.5,1
23,80000,RENT,1.0,MEDICAL,A,12000,6.62,0,0.15,N,4,0.05109693095982072,0.17630275896925715,0
25,80000,RENT,6.0,EDUCATION,C,12000,12.99,0,0.15,N,3,0.1525141341364987,0.5000000000000006,1
24,62900,RENT,8.0,MEDICAL,D,12000,15.62,1,0.16,Y,2,0.46716967658331043,0.5,1
22,85500,MORTGAGE,3.0,VENTURE,D,18000,10.99,0,0.21,N,4,0.11330612720524098,0.40478154326605403,0
23,80000,RENT,3.0,VENTURE,B,12000,10.59,0,0.15,N,4,0.08090448981704242,0.3815805466193539,0
24,85500,MORTGAGE,8.0,EDUCATION,B,20675,10.0,0,0.24,N,2,0.15723567074522657,0.5,1
24,85500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.49,0,0.14,N,4,0.09403437624499901,0.44537386481828284,0
23,85596,MORTGAGE,5.0,EDUCATION,B,6000,10.0,0,0.07,N,3,0.06315737136623903,0.39284846136147344,0
24,80000,RENT,2.0,PERSONAL,C,12000,13.61,0,0.15,Y,3,0.2019038436676081,0.5000000000000006,1
